name,location,date,description,phone,category,image
9.81파크 <구팔일 억새바당>,제주도 제주시,2024. 10. 1. ~ 11. 30. | 09:00~18:20,"9.81파크 제주가 가을을 맞이해 반짝이는 은빛 억새를 981% 즐길 수 있는 억새 축제 <구팔일 억새 바당>을 개최한다. ‘제주 억새 군락지’로 유명한 애월읍 어음리 일대에 위치한 9.81파크는 은빛 억새 물결과 탁 트인 제주 바다, 해 질 녘 노을을 한눈에 담으며 그래비티 레이싱을 즐길 수 있는 곳이다. 전용 무료 셔틀 버스를 운영해 제주 공항과 제주 시내에서 억새 포인트 까지 편안히 이동 가능하며, 험난한 등산을 하지 않아도 억새를 감상할 수 있다. 특히 올해는 가을 억새와 바다, 제주 노을을 한 눈에 경험할 수 있도록 한정판 티켓 선셋 레이싱을 선보인다. 선셋 레이싱은 시원한 가을 바람을 맞으며 레이스를 즐기면서 제주의 노을과 억새를 한 눈에 담을 수 있다. 또 가을을 맞이해 매일 아침 신선한 크림을 가득 채워 직접 만드는 수제 크림 찹쌀 도넛 ‘오나츠(ONATZ)’에서는 가을 낙엽 컬러를 담은 가을 맛 오나츠 3종을 선보인다. 가을을 대표하는 밤과 사과를 크림 속에 가득 넣은 알밤 오나츠와 애플시나몬 오나츠, 가을 낙엽 컬러를 담은 황치즈 오나츠는 9.81파크 제주에서만 한정기간 만나볼 수 있다. 제주산 식재료로 만든 건강한 요리를 맛볼 수 있는 ‘브로콜리지’에서는 가을 맞이 따듯한 음식을 선보인다. 제주 흑돼지 400g을 수비드해 바삭하게 튀겨낸 흑돼지 400 돈까스와 제주산 메밀로 만든 국수 위 불고기가 듬뿍 올라가 따듯한 한 끼를 책임질 바싹불고기 메밀국수가 준비되어 있다.",1833-9810,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727141867538.jpg
피나클랜드 오천만송이 국화축제,충청남도 아산시,2024. 9. 14. ~ 11. 30. | 09:00~18:00,"피나클랜드에서 네 번째로 선보이는 가을 오천만 송이 국화축제에서 마을 주민들과 함께 직접 가꾼 억만 송이의 다양한 가을꽃과 오천만 송이 국화꽃이 피나클랜드를 가득 채운다.
월선리를 의미하는 지름 5미터의 대형 국화 달 조형물을 비롯하여 국화 터널, 국화 탑 등 100여 종의 국화 조형물 전시와 함께 다양한 가을꽃들로 가을의 정취를 느낄 수 있다. 주말에는 버블쇼, 사물놀이, 음악회 등 매주 다양한 이벤트를 진행한다.
피나클랜드 내부의 카페 드 피나클에서는 봄꽃 에이드, 봄꽃 쌍화차 등 특별 메뉴와 함께 먹거리 장터에서는 다양한 음식들까지 준비되어 오감을 만족시켜준다. 볼거리, 먹을거리, 즐길 거리 가득한 피나클랜드에서 가을을 즐길 수 있다.",041-541-2582,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1725497464597.jpg
한강역사탐방,서울시 영등포구,2024. 4. 15. ~ 11. 30.,"한강 역사탐방 프로그램은 한강 경관 및 역사·문화자원을 감상·공유하는 매력적인 관광해설과 교육을 제공하여 시민 및 관광객에게 한강변을 체험·감상한다. 또한 체험활동 등 시민들이 능동적으로 참여하고 직접 경험할 수 있는 다양한 콘텐츠를 개발하여 일상 속에서 즐기는 한강 역사 문화를 활성화하고자 한다. 
탐방객은 정해진 코스를 따라 한강 유역 및 인근 문화유산을 거닐며 한강 해설사의 해설을 듣는다. 한강 역사탐방은 주간 16개 코스, 야간 2개 코스, 총 18개 코스로 운영되며, 탐방객은 해당 코스를 거닐며 해당 코스와 관련된 한강의 역사를 탐방할 수 있다.",02-761-2578,불꽃놀이,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1711500741814.jpg
마노르블랑 핑크뮬리축제,제주도 서귀포시,2024. 9. 15. ~ 11. 30. | 09:00~19:00,"마노르블랑에서 핑크뮬리축제의 향연이 시작된다.


마노르블랑은 서귀포시에 위치한 가든 카페이다. 이곳은 작년에 이어 올해에도 핑크뮬리축제를 맞이하고 있다. 축제기간은 9월부터 11월까지이다. 우리나라 최남단에 위치하고 있으며 핑크뮬리가 우리나라에서 가장 빨리 개화중이다.

9월에는 사랑과 정성으로 가꾸어진 핑크뮬리를 마노르블랑에서 볼 수 있다. 또한 산방산과 송악산 사이로 형제섬과 사계앞바다가 보이는 환상적인 조망은 마노르블랑에서만 볼 수 있다. 환상적인 조망과 함께 핑크뮬리 인생샷을 남길 수 있는 다양한 산책로와 포토존이 준비되어 있고 야외 잔디정원에서는 피아노 연주 버스킹을 즐길 수 있다.",064-794-999,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1725932639952.jpg
서울거리공연 구석구석 라이브,서울시 마포구,2024. 4. 1. ~ 11. 30. | 11:30~19:30,"2024 서울거리공연 구석구석라이브는 서울 전역 50곳의 장소에서 진행되는 거리 공연이다. 문화 예술을 통해 시민들에게 일상의 이벤트를 가져다주고, 다양한 문화공연 향유 기회를 확대하기 위해 진행되며 공개모집을 통해 선발된 150팀의 아티스트들이 11월 말까지 서울의 다양한 장소에서 공연을 진행할 예정이다.",02-6958-5444,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1692230606635.png
문화가 있는 날 청춘마이크 충청권,대전시 서구,2024.05.29~2024.12.01,"문화가 있는 날 청춘마이크 충청권 청춘개화, 모두 다 꽃이야는 문화체육관광부가 주최하고 지역문화진흥원이 주관하는 지역과 일상에서 누리는 수준 높은 청년예술가 거리공연이다.

국민 문화 향유 기회를 확대하고, 열정과 재능이 있는 청년 예술가들에게 공연 기회 마련 및 홍보 지원, 청년 세대 간의 교류·협력의 경험을 통해 청년예술가로 성장 할 수 있도록 돕고 있다. 

올해 청춘 마이크 충청권 공연은 충청도의 높은 자살률이라는 어두운 사회적 이슈를 모티브로 청춘개화, 모두 다 꽃이야라는 주제로 문화예술이 주는 치유의 역할을 통해 주민들을 위로하고 응원하는 메시지를 담아 정서적 돌봄과 즐거움이 넘치는 축제 현장이다.",042-825-6781,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1718150611151.jpg
문화가 있는 날 실버마이크 <전라·제주 권역>,광주시 광산구,2024. 6. 26. ~ 12. 1.,"올해 실버마이크 전라/제주권역은 전 세대에게 삶의 메시지를 제공하고, 모두가 어울릴 수 있는 교류의 장을 만들기 위한 콘셉트로 운영된다. 이른이라는 주제는 단순히 공연 실력을 뽐내는 자리가 아니라, 그들의 이야기와 열정을 담아 인생에서 가장 빛나는 순간을 지역민과 공유하기 위해 기획된 공연이다.


삶의 많은 부분에 이르렀지만, 그럼에도 멈추기엔 아직 이른 실버예술가의 무대는 그들의 다음 여정을 담고 있는 곳이다. 누구나 겪었을, 누구나 겪게 될 각자의 이야기와 지역의 정서가 버무려진 실버마이크를 통해 전라/제주권역 직주근접지역 곳곳에서 다채로운 음악과 퍼포먼스를 선뵈는 실버예술가를 만나 볼 수 있다.",062-412-2140,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1717461254721.png
부산국제매직페스티벌,부산시 해운대구,2024. 3. 23. ~ 12. 15. | 행사 및 프로그램별 상이,"부산 국제매직페스티벌은 2006년부터 시작되어 문화콘텐츠 산업의 떠오르는 블루오션인 ‘매직’을 테마로 한 국내 100만 매직 마니아의 꿈의 축제인 국내 유일 세계 최대 규모의 마술 페스티벌이다. 올해 12월까지 진행되는 제19회 부산 국제매직페스티벌에는 매직 판타지아 시즌 2, 매직서커스[봄], 매직 컨벤션, 제6회 버스킹 챔피언십, 매직서커스[가을], 크리스마스 특집 매직 갈라쇼 등 다양한 행사들이 준비되어 있다.",051-626-7002,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1686097684013.png
제주민속촌 민속체험축제,제주도 서귀포시,2024. 5. 1. ~ 12. 31. | 매일 08:30~19:00 (매표마감 18:00),"제주민속촌은 옛 제주의 모습을 간직한 제주에서 가장 제주다운 곳으로 19세기를 기준 연대로 산촌, 중산간촌, 어촌, 토속신앙을 비롯, 제주 영문과 유배 소등을 전문가의 고증을 통해 구성한 박물관이다. 100여 채에 달하는 전통가옥은 옛 제주 사람들이 실제 거주하였던 가옥을 전시, 가옥 곳곳에는 민속공예 장인들이 실제 입주, 작품 관람 및 체험의 기회를 제공한다.
초대형 장기, 윷놀이, 굴렁쇠 돌리기, 투호놀이, 제기차기 등 민속촌 곳곳에 다양한 민속체험 놀이가 준비되어 있다. 계절에 따라 피는 꽃(유채꽃, 벚꽃, 메밀꽃, 수국, 동백꽃 등)과 전통 가옥, 그 속에서 즐기는 다양한 민속놀이 체험을 즐겨 볼 수 있다.",0507-1457-4502,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1714007673238.jpg
구팔일 댕댕이 레이싱!,제주도 제주시,2024. 3. 2. ~ 12. 31. | 매주 토요일 16:00,"반려견 액티비티 축제 ‘구팔일 댕댕이 레이싱!’을 즐길 수 있다. 

제주 반려동물 동반 여행 필수 코스가 된 9.81파크의<반려견과 함께 981패키지 Presented by 설채현>가 3월부터 정식 프로그램으로 운영된다.",1833-9810,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1722300659278.jpg
태안 빛축제,충청남도 태안군,2023. 1. 1. ~ 2024. 12. 31.,"농사꾼들의 투박한 아이디어와 소박한 솜씨로 시작한 태안 빛 축제가 지금은 연중무휴로 365일 내내 열리고 있다. 충남지역 최초의 화려한 조명, 바다 내음 한 아름 빛으로 피어나는 추억이란 주제로 바다와 꽃으로 각인된 태안의 정적인 이미지를 개선하고자 LED 불빛을 이용한 동적인 모습과 야간 볼거리를 제공한다.",041-675-9200,불꽃놀이,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1703207583817.jpg
만수천 빛의거리,인천시 남동구,2024. 2. 1. ~ 12. 31.,만수천 빛의 거리는 인천광역시 남동구 만수복개천 공영주차장 양옆 일방통행 전 구간(만수동 1003)에 걸쳐 2023년 12월에 조성되었다. 1공영주차장과 2공영주차장 사이에 12m의 대형 크리스마스트리가 설치되고 2가지의 서로 다른 빛의 터널이 방문객들을 맞는다. 2공영주차장과 3공영주차장 사이에는 민들레 꽃밭과 보름달을 형상화한 포토존이 놓이고 3공영주차장과 4공영주차장 사이에는 LED 놀이터 포토존도 선보인다. 더불어 전 구간에 걸쳐 아름다운 오로라 라이트와 전구 조명이 밤을 밝게 밝힌다.,032-453-2142,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1708042703319.jpg
서창별빛거리,인천시 남동구,2024. 2. 1. ~ 12. 31.,서창 별빛 거리는 2019년부터 시작하여 2023년 5회째를 맞는 지역 특화 관광축제이다. 서창 2지구 회전교차로 일원에 겨울과 크리스마스에 어울리는 별빛 거리를 조성하여 지역주민과 관광객들에게 볼거리를 선사하고 연말연시에 따뜻한 위로와 희망을 전하고 있다.,032-453-2144,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1708042905036.jpg
한국의집 고호재,서울시 중구,2024. 1. 1. ~ 12. 31. 11:00~18:30,"고호재는 한국의집에서 선보이는 프리미엄 궁중 다과 브랜드로 옛 것을 좋아하는 이들의 집이라는 뜻을 담고 있다. 사계절의 맛과 색을 다과상에 올려내는 고호재는 봄, 여름, 가을, 겨울의 계절별 제철 재료로 만들어낸 정성스러운 다과를 맛볼 수 있는 고품격 체험 프로그램이다. 체험객은 전통 한옥인 한국의집에서 고즈넉한 분위기를 즐기며 1인 다과상과 계절별로 제공되는 단품 메뉴(여름의 빙수, 겨울의 죽 등)를 맛볼 수 있다. 푸르른 녹음이 짙은 한국의집에서의 다과 체험은 전통의 멋과 맛을 즐기는 체험객들에게 색다른 즐거움을 제공한다.",02-2266-9101,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1702600692653.jpg
안산별빛마을 애니멀 & 하트빌리지 빛축제,경기도 안산시,2024. 1. 1. ~ 12. 31. | 15:00~23:00 (입장마감 22:10),"빛과 자연, 그리고 그 속에서 무르익는 추억과 사랑을 선사하는 안산 별빛마을에서 <2024 안산 별빛마을 애니멀 & 하트 빌리지 빛 축제>를 개최한다. 도심 속 아름다운 빛의 숲에서 열리는 빛의 축제는 별빛이 내린 사계절 빛의 정원과 200여 마리의 실 사이즈 동물 조형물들, 그리고 SNS에서 핫한 인생 샷과 추억을 남길 수 있는 포토존들로 가득하다.",031-484-5050,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1610323603671.jpg
별빛이 흐르는 정원,경기도 파주시,2024. 1. 1. ~ 12. 31.,"퍼스트 가든은 아름다운 조명으로 정원을 장식한 별빛축제를 365일 연중무휴 운영한다. 일몰과 함께 정원 전체에 조명이 켜지면 낮에는 볼 수 없던 색다른 모습의 정원을 관람할 수 있다. 자수화단의 환상적인 별빛, 토스카나 광장의 이국적인 별빛, 로즈가든의 정열적인 별빛은 추위로 얼어붙은 겨울밤을 녹이고 로맨틱한 겨울밤 분위기를 자아낸다.

별빛이 흐르는 정원을 슬로건으로 은하수를 담은 별자리 여행처럼 더 화려하고 볼거리가 많은 정원이 관광객을 맞이하며, 약 2만 평 규모의 부지에 정원마다 다른 주제로 사계절의 대표 별자리를 비롯한 다양한 별자리가 지상에 내려앉은 모습을 볼 수 있다. 퍼스트 가든 별빛축제는 사계절을 담아낸 다양한 별자리 정원뿐 아니라 생명과 희망을 담은 바오밥나무 별빛, 나비정원 별빛 등 각 정원마다 스토리를 담아낸 별빛테마정원과 곳곳마다 별빛 황금마차, 별빛 아이 캐릭터 등 볼거리와 포토존으로 구성하여 연인과 가족들의 눈을 즐겁게 해줄 예정이다.

2023-2024 퍼스트 가든 빛 축제는 작년에 비해 조명이 더 추가되어 더욱 화려한 정원을 뽐내고 있다. 그 외에 퍼스트 가든은 레스토랑, 웨딩홀, 놀이시설, 체험학습, 기프트숍, 썰매장, 챌린지 코스 등 다양한 편의, 놀이시설을 갖추고 있어 단순한 정원 관람뿐 아니라 종합테마파크로서의 모습을 갖추고 있다.",031-957-6861,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1678321608513.jpg
허브아일랜드 불빛동화축제,경기도 포천시,2024. 1. 1. ~ 12. 31.,"잃어버린 동심을 만들 수 있는 시간! 매일 밤, 작은 불빛들이 만들어내는 동화 같은 세상은 누구에게나 잊지 못할 추억을 선사하며, 누구나 불빛세상의 주인공으로 만들어줄 아름다운 불빛 야경이 준비되어 있다. 허브아일랜드 불빛동화축제는 우리를 동화 속 세상으로 초대한다. 결코 꺼지지 않는 불빛들의 네버엔딩스토리를 만나보자! 1~3월까지는 핑크, 빛으로 말하다 테마를 가지고 핑크빛의 사랑 메시지를 더한다.",031-535-6494,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1705018156618.jpg
서면 빛 축제,부산시 부산진구,2024. 10. 2. ~ 2025. 1. 10. | 17:00~24:00,"부산 대표 도심 관광지인 서면의 대표 관광축제이다. 역동적인 서면에 어울리는 다채로운 테마 연출로 차별화된 볼거리를 제공한다. 형형색색 빛 조형물 및 포토존이 조성되어 있으며, 미디어 파사드 연출, 소원리 본 등 시민참여 프로그램을 운영한다.",051-605-4524,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727315262843.jpg
낭만등불축제,경기도 남양주시,2024. 5. 1. ~ 4. 30. | 09:30~20:00,"서울 근교의 아름다운 수목원에서 열리는 낭만 등불축제는 등불을 무료로 대여하여 방문객들에게 불빛축제를 즐길 수 있는 기회를 제공한다. 낮에는 족욕체험과 맨발체험, 제빵소와 카페가 마련된 수목원에서 특별한 경험을 제공하며, 저녁에는 불빛축제가 펼쳐진 아름다운 정원을 환상적으로 물들인다. 낭만적이고 힐링 가득한 산들소리에서 등불과 함께 불빛축제를 즐길 수 있다.",sandulsori@naver.com,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1718065539105.jpg
K-푸드 페스티벌 넉넉,서울시 종로구,2024. 5. 29. ~ 2025. 5. 31. | 매주 금~일 17:00~22:00,"[K-푸드 페스티벌 넉넉]은 한식의 다채로움과 이색적인 맛을 경험하며, 즐거운 시간을 보낼 수 있는 한식특화 음식 축제이다.

15대의 푸드트럭이 김치베이컨치즈전, 호두크림치즈 곶감말이, 김치·쌈장닭꼬치, 누룽지닭강정, 단호박식혜 등의 이색 한식을 선보이며,

주요 연휴 시즌에는 무대 라이브 공연, 수공예품 팝업스토어, 시민 참여 이벤트 등이 진행될 예정이다.

서울 광화문역과 경복궁역 근처에 있으니, 가까운 도심에서 서울의 맛과 멋을 즐길 수 있다.



* 공지사항 및 세부정보: 인스타그램(@knockknock_festival) 또는 홈페이지(knock-knock.kr) 참고

   (우천 등 기상상황에 따라 휴장될 수 있으니, 방문 전 인스타그램 또는 홈페이지를 확인해 주세요!)",02-2088-4960,푸드,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1718670614750.jpg
